ObjectId,MeetingType,MeetingDate,Voter,Resolution,Vote,Result
269,Special Meeting of Council,4/6/2020,Angelo Bentivegna,"Amend by-law 63-2019 2020 Interim Tax Levy By-law to allow for provisional relief of penalty and interest for property taxes in the months of April and May 2020; and
Allow for provisional relief of the administration charge for returned payments as described in by-law 52-2019 (Rates and Fees By-law); and
Review the provisional relief on a monthly basis until the state of emergency to COVID is lifted.",Yes,CARRIED
270,Special Meeting of Council,4/6/2020,Angelo Bentivegna,"Receive transmittal report BB-03-20 dated April 5, 2020; and
Adopt the proposed Physical Distancing By-law (revised), as contained in Appendix A to Report BB-03-20.",Yes,CARRIED
271,Special Meeting of Council,4/6/2020,Angelo Bentivegna,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
272,Special Meeting of Council,5/12/2020,Marianne Meed Ward,"Receive and file the information items, having been considered by Council: 
None",Yes,CARRIED
273,Special Meeting of Council,5/12/2020,Marianne Meed Ward,"Adjourn this Council now to meet again at the call of the Mayor.
4:40 p.m.",Yes,CARRIED
274,Special Meeting of Council,5/12/2020,Marianne Meed Ward,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
275,Special Meeting of Council,5/12/2020,Marianne Meed Ward,"Enact and pass By-law Number 29-2020, being a by-law to confirm the proceedings of Council at its meeting held Tuesday, May 12, 2020 being read a first, second and third time.",Yes,CARRIED
276,Special Meeting of Council,5/12/2020,Marianne Meed Ward,"Approve By-law 28-2020 (attached as Appendix A), being a by-law to deem Blocks 107 and 108, Plan 20M-414; Block 247, Plan 20M-535; and Block 109, Plan 20M-694 as not being registered blocks within a Plan of Subdivision, pursuant to Section 50(4) of the Planning Act, R.S.O. 1990, c.P. 13, as amended.",Yes,CARRIED
277,Special Meeting of Council,5/12/2020,Kelvin Galbraith,"Receive and file the information items, having been considered by Council: 
None",Yes,CARRIED
278,Special Meeting of Council,5/12/2020,Kelvin Galbraith,"Adjourn this Council now to meet again at the call of the Mayor.
4:40 p.m.",Yes,CARRIED
279,Special Meeting of Council,5/12/2020,Kelvin Galbraith,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
280,Special Meeting of Council,5/12/2020,Kelvin Galbraith,"Enact and pass By-law Number 29-2020, being a by-law to confirm the proceedings of Council at its meeting held Tuesday, May 12, 2020 being read a first, second and third time.",Yes,CARRIED
281,Special Meeting of Council,5/12/2020,Kelvin Galbraith,"Approve By-law 28-2020 (attached as Appendix A), being a by-law to deem Blocks 107 and 108, Plan 20M-414; Block 247, Plan 20M-535; and Block 109, Plan 20M-694 as not being registered blocks within a Plan of Subdivision, pursuant to Section 50(4) of the Planning Act, R.S.O. 1990, c.P. 13, as amended.",Yes,CARRIED
282,Special Meeting of Council,5/12/2020,Lisa Kearns,"Receive and file the information items, having been considered by Council: 
None",Yes,CARRIED
283,Special Meeting of Council,5/12/2020,Lisa Kearns,"Adjourn this Council now to meet again at the call of the Mayor.
4:40 p.m.",Yes,CARRIED
